Unnamed: 0,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,sample,female,earnph,agesq
11130,320409915950589,January,MD,1778.4189,1384.61,55,44,1,,63,1,7,0,0,"Native, Born In US",52,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-At Work,1.0,0,25.17472727272727,3969
11165,442885047906098,January,MD,2006.1252,1896.15,40,44,2,,41,2,5,3,10,"Native, Born In US",52,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,47.40375,1681
11204,499270714200972,January,MD,1877.2417,2884.61,45,46,1,,58,1,1,0,0,"Foreign Born, US Cit By Naturalization",52,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,64.10244444444444,3364
11321,734819530757209,January,MD,1789.3552,2019.23,50,44,1,,46,1,5,0,0,"Native, Born In US",52,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,40.3846,2116
11327,737276839400831,January,MD,1793.1531,1923.07,40,44,2,,52,1,1,2,3,"Native, Born In US",52,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,0,48.07675,2704
11369,910944079327609,January,MD,1733.3242,2250.0,40,44,1,,29,2,7,0,0,"Native, Born In US",52,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,56.25,841
11402,944969630159205,January,MD,1572.4267,539.0,35,44,1,,36,2,7,0,0,"Native, Born In US",52,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,15.4,1296
11418,972024927239160,January,MD,2070.7275,1250.0,35,44,2,,31,1,1,2,2,"Native, Born In US",52,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,35.714285714285715,961
11503,725054912279050,January,MD,1572.4267,1384.61,45,44,1,,36,2,1,3,8,"Native, Born In US",52,Elementary and secondary schools (6111),2320,Government - State,Yes,,Employed-At Work,1.0,1,30.76911111111111,1296
11513,921004941239350,January,MD,1572.4267,1057.69,55,44,1,,39,2,7,0,0,"Native, Born In US",52,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,19.230727272727275,1521
11581,953055974239130,January,MA,3217.6485,1153.84,45,44,1,4.0,45,2,6,0,0,"Native, Born In US",MA,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,25.640888888888888,2025
11616,107906312896945,January,MA,2940.2653,1187.5,27,44,1,,56,2,1,0,0,"Native, Born In US",MA,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,43.98148148148148,3136
11637,235294449500803,January,MA,2791.8572,641.02,30,44,1,,59,2,1,0,0,"Native, Born In US",MA,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,Yes,,Employed-At Work,1.0,1,21.36733333333333,3481
11690,320509993570185,January,MA,3779.4547,1538.46,40,44,1,,39,2,1,2,3,"Native, Born In US",MA,Elementary and secondary schools (6111),2300,"Private, For Profit",No,No,Employed-At Work,1.0,1,38.4615,1521
11770,720509977307237,January,MA,3779.4547,1903.0,40,44,1,,39,2,1,2,8,"Native, Born In US",MA,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,47.575,1521
11873,503907592697235,January,MA,4387.0036,2884.61,50,44,1,,36,1,1,2,6,"Native, Born In US",MA,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,0,57.6922,1296
11874,503907592697235,January,MA,3779.4547,1423.07,50,44,1,,36,2,1,2,6,"Native, Born In US",MA,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,28.461399999999998,1296
11941,203900842599886,January,MI,3230.1701,576.0,40,44,2,,49,2,7,0,0,"Native, Born In US",MI,Elementary and secondary schools (6111),2340,Government - Local,No,Yes,Employed-At Work,1.0,1,14.4,2401
12099,203906922395976,January,MI,3138.4134,942.3,40,44,1,,30,2,1,2,1,"Native, Born In US",MI,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,23.557499999999997,900
12253,720609969744431,January,MI,2903.8677,1198.8,40,44,1,,40,2,1,0,0,"Native, Born In US",MI,Elementary and secondary schools (6111),2320,Government - State,Yes,,Employed-At Work,1.0,1,29.97,1600
12378,911036907279000,January,MI,3449.4005,1826.92,45,44,1,,55,1,1,1,3,"Native, Born In US",MI,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,40.598222222222226,3025
12449,699530379490972,January,MI,2914.8464,1192.5,45,44,1,,43,2,3,0,0,"Native, Born In US",MI,Elementary and secondary schools (6111),2310,"Private, For Profit",Yes,,Employed-At Work,1.0,1,26.5,1849
12498,966969130859204,January,MI,3015.1979,1288.46,40,44,1,,45,2,1,0,0,"Native, Born In US",MI,"Banking and related activities (521, 52211,52219)",2340,"Private, For Profit",No,No,Employed-At Work,1.0,1,32.2115,2025
12527,72115037906195,January,MN,2025.3854,1192.3,50,44,1,,28,1,1,1,1,"Native, Born In US",MN,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,0,23.846,784
12548,279927300028778,January,MN,1604.3606,1595.23,40,44,1,,52,1,1,0,0,"Native, Born In US",MN,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,0,39.88075,2704
12549,279927300028778,January,MN,1708.1164,1952.38,45,44,1,,49,2,1,0,0,"Native, Born In US",MN,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,43.38622222222222,2401
12669,52132370793094,January,MN,1570.4924,961.0,40,44,1,,59,2,7,0,0,"Native, Born In US",MN,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,24.025,3481
12768,607104162102637,January,MN,1670.306,490.38,22,44,1,,48,2,1,2,10,"Native, Born In US",MN,Elementary and secondary schools (6111),2310,"Private, For Profit",No,No,Employed-At Work,1.0,1,22.29,2304
12770,607704162692637,January,MN,1701.0543,1307.69,50,44,1,,54,2,1,0,0,"Native, Born In US",MN,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,26.1538,2916
12771,607704162692637,January,MN,1692.3238,1480.76,50,44,1,,55,1,1,0,0,"Native, Born In US",MN,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,29.6152,3025
12856,799570102170732,January,MN,1701.0543,1403.84,50,44,1,,50,2,7,0,0,"Native, Born In US",MN,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,28.0768,2500
12913,988077920279010,January,MN,1339.5295,1096.0,40,44,1,2.0,55,2,1,0,0,"Native, Born in PR or US Outlying Area",MN,Elementary and secondary schools (6111),2320,Government - Local,No,No,Employed-At Work,1.0,1,27.4,3025
13162,201027307022851,January,MS,3554.7107,542.3,40,44,1,,33,2,1,2,5,"Native, Born In US",64,Elementary and secondary schools (6111),2320,"Private, For Profit",No,No,Employed-At Work,1.0,1,13.5575,1089
13169,239208070800100,January,MS,3289.0535,865.38,40,44,1,,42,2,1,2,10,"Native, Born In US",64,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,1.0,1,21.6345,1764
13261,520987062027279,January,MS,1768.0929999999998,681.81,40,44,1,,54,1,1,0,0,"Native, Born In US",64,Elementary and secondary schools (6111),2320,Government - State,No,No,Employed-At Work,1.0,0,17.04525,2916
13276,707602522990278,January,MS,2019.1524,1275.0,40,44,1,,51,2,4,1,3,"Native, Born In US",64,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,31.875,2601
13303,899580195860672,January,MS,2019.1524,415.38,40,44,1,,51,2,1,0,0,"Native, Born In US",64,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1.0,1,10.3845,2601
13325,928519070096209,January,MS,3916.1223,576.0,40,44,2,,36,2,7,0,0,"Native, Born In US",64,Elementary and secondary schools (6111),2320,Government - State,No,No,Employed-At Work,1.0,1,14.4,1296
13331,930098917239640,January,MS,1768.0929999999998,1538.46,45,45,1,,53,1,1,0,0,"Native, Born In US",64,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,34.188,2809
13444,989089982279590,January,MO,3076.5522,2676.0,40,46,1,,55,1,1,0,0,"Native, Born In US",MO,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,66.9,3025
13445,989089982279590,January,MO,3215.6332,576.0,40,46,4,,59,2,1,0,0,"Foreign Born, US Cit By Naturalization",MO,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,1,14.4,3481
13477,53642390970399,January,MO,2350.9854,942.3,45,44,1,,40,2,1,1,3,"Native, Born In US",MO,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,20.939999999999998,1600
13549,503900212691079,January,MO,2709.0935,1346.15,40,44,1,,45,2,1,1,3,"Native, Born In US",MO,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,33.65375,2025
13597,892069037908972,January,MO,2761.0072,1480.76,50,44,1,,62,1,1,1,3,"Native, Born In US",MO,Elementary and secondary schools (6111),2300,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,29.6152,3844
13729,960019909239390,January,MO,2393.6116,868.8,40,44,1,,26,2,7,0,0,"Native, Born In US",MO,Child day care services (6244),2300,"Private, For Profit",No,No,Employed-At Work,1.0,1,21.72,676
13848,140907095733479,January,MT,905.5636,730.76,60,44,1,,28,2,1,0,0,"Native, Born In US",81,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,12.179333333333334,784
13960,230906096437759,January,MT,914.2757,863.6,40,46,1,,31,2,1,0,0,"Native, Born In US",81,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,21.59,961
14053,179250848460973,January,NE,836.4883,346.15,25,44,1,,28,1,1,0,0,"Native, Born In US",46,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,Yes,Employed-At Work,1.0,0,13.845999999999998,784
14065,330109941982183,January,NE,933.5458,1190.47,43,44,1,,31,2,7,0,0,"Native, Born In US",46,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,27.685348837209304,961
14164,607702233690561,January,NE,971.2313,2038.0,40,44,1,,28,2,7,0,0,"Native, Born In US",46,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,50.95,784
14213,199540492380733,January,NE,907.4697,1153.84,50,44,1,1.0,40,1,1,0,0,"Native, Born In US",46,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,0,23.0768,1600
14243,379369414100931,January,NE,988.6264,1153.84,42,44,1,,58,1,1,0,0,"Native, Born In US",46,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,27.472380952380952,3364
14273,707001939379890,January,NE,802.9060000000001,1250.0,40,44,1,,58,2,1,0,0,"Native, Born In US",46,Elementary and secondary schools (6111),2310,Government - Local,No,Yes,Employed-At Work,1.0,1,31.25,3364
14284,769031904339530,January,NE,888.7645,1153.84,40,44,1,,39,1,1,3,8,"Native, Born In US",46,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",Yes,,Employed-At Work,1.0,0,28.845999999999997,1521
14345,31312750100196,January,NE,925.2081,1346.15,40,46,1,,50,2,1,1,4,"Native, Born In US",46,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,33.65375,2500
14347,34903710795395,January,NE,961.2226,692.3,45,44,1,,53,2,5,0,0,"Native, Born In US",46,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,15.384444444444444,2809
14395,730109972089188,January,NE,935.1404,954.54,35,44,1,,26,2,1,0,0,"Native, Born In US",46,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,1.0,1,27.27257142857143,676
14544,507906983891582,January,NV,1336.2416,1125.0,45,44,1,,40,2,1,0,0,"Native, Born In US",88,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,25.0,1600
14601,123963093006014,January,NV,1368.0951,1153.84,40,44,2,,52,2,7,1,4,"Native, Born In US",88,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,28.845999999999997,2704
14768,398947305064288,January,NV,1336.2416,807.0,40,46,1,,43,2,5,1,3,"Native, Born In US",88,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,20.175,1849
14782,730200053453413,January,NV,1312.3515,807.69,40,44,1,,39,2,1,0,0,"Native, Born In US",88,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,20.19225,1521
14812,933022981379930,January,NV,1446.6369,730.76,50,44,1,,27,2,7,0,0,"Native, Born In US",88,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,14.6152,729
14909,399500252510733,January,NH,510.0279,2884.61,40,44,1,,58,1,1,0,0,"Native, Born In US",NH,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,72.11525,3364
14950,730307964824688,January,NH,449.6645,923.0,40,44,1,,53,2,1,1,3,"Native, Born In US",NH,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,23.075,2809
15016,233412057906692,January,NH,513.0103,1115.38,45,44,1,,39,2,1,2,5,"Native, Born In US",NH,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,24.786222222222225,1521
15050,399440668240733,January,NH,442.6042,442.3,40,44,1,,27,1,7,0,0,"Foreign Born, Not a US Citizen",NH,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, For Profit",No,No,Employed-At Work,1.0,0,11.057500000000001,729
15089,631314560300159,January,NH,428.9976,1250.0,50,44,1,,49,2,5,0,0,"Native, Born In US",NH,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,,Employed-At Work,1.0,1,25.0,2401
15235,307001453108433,January,NH,518.7537,1057.0,45,46,4,,48,1,1,1,4,"Foreign Born, Not a US Citizen",NH,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,0,23.488888888888887,2304
15236,307001453108433,January,NH,541.8062,1115.0,45,46,4,,50,2,1,1,4,"Foreign Born, Not a US Citizen",NH,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,1.0,1,24.77777777777778,2500
15308,533418047001303,January,NH,514.9279,2620.0,40,46,1,,39,1,1,3,3,"Native, Born In US",NH,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-Absent,1.0,0,65.5,1521
15578,443413033908093,January,NJ,3455.4813,1744.18,35,44,1,,34,2,1,3,11,"Native, Born In US",NJ,Elementary and secondary schools (6111),2310,Government - State,Yes,,Employed-At Work,1.0,1,49.83371428571429,1156
15604,499180163440973,January,NJ,3270.2055,1134.61,50,44,1,,57,2,1,0,0,"Native, Born In US",NJ,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,1,22.6922,3249
15689,734409630379301,January,NJ,3237.9496,2884.61,48,44,1,,49,1,1,1,3,"Native, Born In US",NJ,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,60.09604166666667,2401
15710,850944094933739,January,NJ,3455.4813,1423.0,40,44,1,,33,2,1,1,1,"Native, Born In US",NJ,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,35.575,1089
15845,914089830959306,January,NJ,3150.2462,1057.69,40,44,2,,55,2,5,0,0,"Native, Born In US",NJ,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,26.44225,3025
16242,330609945863037,January,NY,3786.1729,884.61,37,45,1,2.0,58,1,1,0,0,"Native, Born In US",NY,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,23.90837837837838,3364
16259,330609981829353,January,NY,2711.6308,2884.61,60,44,2,,39,2,1,3,6,"Foreign Born, US Cit By Naturalization",NY,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,48.07683333333333,1521
16284,390987408016698,January,NY,3865.6369,1057.69,35,44,1,,28,2,7,0,0,"Native, Born In US",NY,Elementary and secondary schools (6111),2330,Government - Local,Yes,,Employed-At Work,1.0,1,30.219714285714286,784
16300,392973806016625,January,NY,3715.3232,1634.61,40,44,1,,55,1,7,0,0,"Native, Born In US",NY,Elementary and secondary schools (6111),2310,"Private, Nonprofit",No,No,Employed-At Work,1.0,0,40.865249999999996,3025
16382,500964099237659,January,NY,3715.3232,1442.0,48,45,1,,55,1,1,2,3,"Foreign Born, US Cit By Naturalization",NY,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - Local,No,No,Employed-At Work,1.0,0,30.041666666666668,3025
16463,699520493800973,January,NY,2729.7177,807.69,40,44,1,,27,2,7,0,0,"Native, Born In US",NY,Elementary and secondary schools (6111),2320,"Private, Nonprofit",No,No,Employed-At Work,1.0,1,20.19225,729
16502,730609931527262,January,NY,3269.1611,1538.46,40,44,1,,33,1,7,0,0,"Native, Born In US",NY,Elementary and secondary schools (6111),2320,Government - Local,Yes,,Employed-At Work,1.0,0,38.4615,1089
16553,774395129600589,January,NY,3859.0449,1384.61,40,44,1,,32,2,1,0,0,"Native, Born In US",NY,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,34.615249999999996,1024
16617,947016498339250,January,NY,2285.4967,1700.0,35,44,2,,44,2,1,0,0,"Foreign Born, US Cit By Naturalization",NY,Elementary and secondary schools (6111),2310,Government - Local,Yes,,Employed-At Work,1.0,1,48.57142857142857,1936
